file,noise,snr,PESQ,PermEn,D2,RR,tau,m,CSI
2961-960-0000.flac,ikeda,-5,1.0477,0.9778,3.3501,0.0013,7,8,0.152
2961-960-0000.flac,ikeda,0,1.063,0.9554,3.5242,0.004,2,8,0.1526
2961-960-0000.flac,ikeda,5,1.1191,0.9626,3.4134,0.011,2,8,0.1548
2961-960-0000.flac,ikeda,10,1.2835,0.9799,2.6205,0.0893,2,5,0.1707
2961-960-0000.flac,lorenz,-10,1.0612,0.9484,0.9858,0.3089,3,3,0.3159
2961-960-0000.flac,lorenz,-5,1.1025,0.932,1.3806,0.2357,3,4,0.2753
2961-960-0000.flac,lorenz,0,1.2273,0.9804,1.5223,0.2019,2,4,0.2353
2961-960-0000.flac,lorenz,5,1.4601,0.9793,1.4366,0.2121,2,4,0.2309
2961-960-0000.flac,lorenz,10,1.7796,0.9788,1.59,0.2132,2,4,0.2219
2961-960-0000.flac,rossler,-10,1.0398,0.8827,1.1238,0.2853,3,4,0.3963
2961-960-0000.flac,rossler,-5,1.0609,0.9284,1.3617,0.2302,3,4,0.2798
2961-960-0000.flac,rossler,0,1.1379,0.9763,1.4996,0.1855,2,4,0.2403
2961-960-0000.flac,rossler,5,1.3514,0.9772,1.6021,0.1979,2,4,0.2259
2961-960-0000.flac,rossler,10,1.7147,0.9778,1.5893,0.2139,2,4,0.2233
2961-960-0000.flac,chen,-10,1.0878,0.9245,2.2918,0.056,12,4,0.248
2961-960-0000.flac,chen,-5,1.1032,0.9444,2.8214,0.0221,13,5,0.2181
2961-960-0000.flac,chen,0,1.2021,0.9209,3.2245,0.0045,12,8,0.205
2961-960-0000.flac,chen,5,1.4133,0.9324,1.8284,0.1403,3,4,0.2275
2961-960-0000.flac,chen,10,1.7567,0.9252,2.107,0.1279,3,5,0.2193
2961-960-0000.flac,mackey_glass,-10,1.0964,0.8205,1.967,0.0909,11,4,0.3054
2961-960-0000.flac,mackey_glass,-5,1.1433,0.882,2.2405,0.0734,12,4,0.2629
2961-960-0000.flac,mackey_glass,0,1.2846,0.9195,2.8178,0.0335,12,5,0.2112
2961-960-0000.flac,mackey_glass,5,1.5399,0.9245,1.8456,0.1434,3,4,0.2287
2961-960-0000.flac,mackey_glass,10,1.9378,0.9734,1.5068,0.1968,2,4,0.2256
2961-960-0000.flac,duffing,-10,1.0471,0.9424,1.0279,0.3073,3,3,0.3144
2961-960-0000.flac,duffing,-5,1.0834,0.9244,1.4554,0.2129,3,4,0.2733
2961-960-0000.flac,duffing,0,1.2249,0.9767,1.5747,0.1857,2,4,0.2345
2961-960-0000.flac,duffing,5,1.4865,0.9781,1.6531,0.1829,2,4,0.2218
2961-960-0000.flac,duffing,10,1.8451,0.9788,1.6959,0.1986,2,4,0.2173
5639-40744-0003.flac,logistic,-10,1.0228,0.9781,3.4857,0.0011,5,8,0.1928
5639-40744-0003.flac,logistic,-5,1.0229,0.9797,3.5481,0.0015,6,8,0.1793
5639-40744-0003.flac,logistic,0,1.0242,0.9758,3.4827,0.0034,9,8,0.1717
5639-40744-0003.flac,logistic,5,1.029,0.9691,3.4937,0.0191,3,8,0.1679
5639-40744-0003.flac,logistic,10,1.0525,0.9557,3.2036,0.0915,11,8,0.1768
5639-40744-0003.flac,skew_tent,-10,1.0223,0.9786,3.5001,0.0009,8,8,0.2003
5639-40744-0003.flac,skew_tent,-5,1.0229,0.9796,3.3972,0.0016,7,8,0.1858
5639-40744-0003.flac,skew_tent,0,1.0244,0.9745,3.4926,0.0049,4,8,0.1731
5639-40744-0003.flac,skew_tent,5,1.0285,0.9698,3.4839,0.0215,9,8,0.1682
5639-40744-0003.flac,skew_tent,10,1.0471,0.9607,3.2243,0.0822,13,8,0.175
5639-40744-0003.flac,henon,-10,1.0245,0.9768,3.3374,0.0016,11,8,0.204
5639-40744-0003.flac,henon,-5,1.0243,0.977,3.553,0.002,13,8,0.185
5639-40744-0003.flac,henon,0,1.0256,0.9758,3.4764,0.0047,8,8,0.1741
5639-40744-0003.flac,henon,5,1.0303,0.9443,3.3908,0.0236,3,8,0.1765
5639-40744-0003.flac,henon,10,1.052,0.9613,3.24,0.0737,14,8,0.1758
5639-40744-0003.flac,bernoulli,-10,4.3886,0.8974,0.0013,0.9796,4,4,0.696
5639-40744-0003.flac,bernoulli,-5,4.5516,0.8974,0.0561,0.8211,4,4,0.6435
5639-40744-0003.flac,bernoulli,0,4.6369,0.8974,0.3657,0.5899,4,4,0.532
5639-40744-0003.flac,bernoulli,5,4.6424,0.8974,1.0873,0.4289,4,4,0.4285
5639-40744-0003.flac,bernoulli,10,4.6439,0.8974,1.0969,0.3879,4,4,0.4177
5639-40744-0003.flac,ikeda,-10,1.0267,0.9816,3.6907,0.001,9,8,0.1626
5639-40744-0003.flac,ikeda,-5,1.024,0.9788,3.743,0.0018,6,8,0.1532
5639-40744-0003.flac,ikeda,0,1.0249,0.9723,3.496,0.0041,4,8,0.1521
5639-40744-0003.flac,ikeda,5,1.0303,0.965,3.5031,0.0198,4,8,0.1542
5639-40744-0003.flac,ikeda,10,1.0552,0.9471,3.3894,0.0796,4,8,0.1674
5639-40744-0003.flac,lorenz,-10,1.0606,0.944,1.2447,0.2342,15,3,0.3289
5639-40744-0003.flac,lorenz,-5,1.1246,0.9378,1.6733,0.1741,16,4,0.2969
5639-40744-0003.flac,lorenz,0,1.2551,0.9691,1.7549,0.1535,16,4,0.2718
5639-40744-0003.flac,lorenz,5,1.4583,0.9751,1.7574,0.158,15,4,0.2635
5639-40744-0003.flac,lorenz,10,1.8884,0.9865,1.5559,0.2286,15,4,0.2654
5639-40744-0003.flac,rossler,-10,1.0454,0.9187,1.4805,0.1595,28,3,0.3233
5639-40744-0003.flac,rossler,-5,1.0777,0.9344,1.6102,0.1508,30,3,0.2973
5639-40744-0003.flac,rossler,0,1.196,0.9242,1.9997,0.1148,18,4,0.2728
5639-40744-0003.flac,rossler,5,1.4251,0.8529,1.4368,0.2726,4,4,0.3674
5639-40744-0003.flac,rossler,10,1.7313,0.8678,1.5069,0.2873,4,4,0.3622
5639-40744-0003.flac,chen,-10,1.0854,0.8961,2.1361,0.0654,12,4,0.2858
5639-40744-0003.flac,chen,-5,1.0861,0.8877,2.2275,0.0632,11,4,0.2765
5639-40744-0003.flac,chen,0,1.154,0.9119,2.25,0.074,11,4,0.2503
5639-40744-0003.flac,chen,5,1.3281,0.9665,2.3296,0.1041,13,4,0.2328
5639-40744-0003.flac,chen,10,1.6232,0.9749,1.8376,0.1963,13,4,0.2461
5639-40744-0003.flac,mackey_glass,-10,1.1107,0.9581,1.5659,0.1427,12,3,0.2739
5639-40744-0003.flac,mackey_glass,-5,1.1347,0.8359,1.9757,0.1027,11,4,0.3053
5639-40744-0003.flac,mackey_glass,0,1.2284,0.879,2.0432,0.1109,11,4,0.2876
5639-40744-0003.flac,mackey_glass,5,1.4212,0.9215,1.9397,0.1418,12,4,0.2529
5639-40744-0003.flac,mackey_glass,10,1.7275,0.9342,1.6842,0.227,12,4,0.2628
5639-40744-0003.flac,duffing,-10,1.0477,0.9042,1.7423,0.1265,19,4,0.314
5639-40744-0003.flac,duffing,-5,1.1044,0.9475,1.894,0.1285,20,4,0.2803
5639-40744-0003.flac,duffing,0,1.2507,0.9719,1.9221,0.1321,16,4,0.2609
5639-40744-0003.flac,duffing,5,1.5059,0.9274,1.7173,0.1989,10,4,0.2744
5639-40744-0003.flac,duffing,10,1.8844,0.9848,1.6318,0.2131,15,4,0.26
8224-274381-0005.flac,logistic,-10,1.0292,0.9818,3.9781,0.0005,5,8,0.1577
8224-274381-0005.flac,logistic,-5,1.0281,0.9774,4.1389,0.0006,2,8,0.1476
8224-274381-0005.flac,logistic,0,1.0288,0.9773,4.243,0.0007,2,8,0.1453
8224-274381-0005.flac,logistic,5,1.0365,0.9621,3.1934,0.0022,2,8,0.1651
8224-274381-0005.flac,logistic,10,1.0676,0.9782,2.4923,0.0392,2,4,0.1813
8224-274381-0005.flac,skew_tent,-10,1.0291,0.9786,3.2425,0.0005,6,8,0.1741
8224-274381-0005.flac,skew_tent,-5,1.0308,0.9735,4.5345,0.0004,5,8,0.1501
8224-274381-0005.flac,skew_tent,0,1.0289,0.9539,4.4155,0.0005,7,8,0.1517
8224-274381-0005.flac,skew_tent,5,1.0362,0.9382,3.3702,0.0007,13,8,0.1702
8224-274381-0005.flac,skew_tent,10,1.0675,0.9676,2.4578,0.0333,2,4,0.1843
8224-274381-0005.flac,henon,-10,1.0345,0.9649,3.2211,0.001,5,8,0.173
8224-274381-0005.flac,henon,-5,1.0316,0.9717,4.136,0.0006,5,8,0.1502
8224-274381-0005.flac,henon,0,1.0324,0.9642,4.2676,0.0006,5,8,0.148
8224-274381-0005.flac,henon,5,1.0412,0.9366,3.614,0.0008,5,8,0.1654
8224-274381-0005.flac,henon,10,1.0745,0.9707,2.4262,0.0408,2,4,0.1837
8224-274381-0005.flac,bernoulli,-10,4.5039,0.8964,0.2928,0.6003,2,4,0.5031
8224-274381-0005.flac,bernoulli,-5,4.5342,0.8964,1.4661,0.2572,2,4,0.3254
8224-274381-0005.flac,bernoulli,0,4.5643,0.8964,1.8123,0.1126,2,4,0.2767
8224-274381-0005.flac,bernoulli,5,4.5851,0.8964,1.9814,0.0705,2,4,0.2612
8224-274381-0005.flac,bernoulli,10,4.6012,0.8964,2.045,0.0591,2,4,0.2566
8224-274381-0005.flac,ikeda,-10,1.0317,0.9767,3.9975,0.0007,5,8,0.1436
8224-274381-0005.flac,ikeda,-5,1.0294,0.9515,3.1998,0.0009,2,8,0.156
8224-274381-0005.flac,ikeda,0,1.0296,0.9629,3.1829,0.0008,2,8,0.1554
8224-274381-0005.flac,ikeda,5,1.0378,0.9601,3.1751,0.0022,2,8,0.1629
8224-274381-0005.flac,ikeda,10,1.0709,0.9884,2.4972,0.0408,2,4,0.1783
8224-274381-0005.flac,lorenz,-10,1.0594,0.9271,1.1688,0.2539,2,3,0.3004
8224-274381-0005.flac,lorenz,-5,1.1121,0.9022,1.6468,0.1304,2,4,0.273
8224-274381-0005.flac,lorenz,0,1.2697,0.9027,1.8757,0.0784,2,4,0.2532
8224-274381-0005.flac,lorenz,5,1.5722,0.8996,2.0337,0.0602,2,4,0.2556
8224-274381-0005.flac,lorenz,10,2.091,0.8975,2.0875,0.0552,2,4,0.252
8224-274381-0005.flac,rossler,-10,1.0558,0.9154,1.1266,0.2564,2,3,0.3107
8224-274381-0005.flac,rossler,-5,1.0972,0.8924,1.6382,0.148,2,4,0.3092
8224-274381-0005.flac,rossler,0,1.2375,0.8937,1.8702,0.0934,2,4,0.2763
8224-274381-0005.flac,rossler,5,1.4657,0.8932,1.9799,0.0572,2,4,0.2595
8224-274381-0005.flac,rossler,10,1.7834,0.8942,2.0424,0.057,2,4,0.2554
8224-274381-0005.flac,chen,-10,1.0912,0.943,2.4899,0.0366,13,4,0.2265
8224-274381-0005.flac,chen,-5,1.1172,0.85,1.8241,0.1161,2,4,0.2926
8224-274381-0005.flac,chen,0,1.2065,0.8814,1.9978,0.0832,2,4,0.2661
8224-274381-0005.flac,chen,5,1.3422,0.8916,2.0779,0.0525,2,4,0.2521
8224-274381-0005.flac,chen,10,1.6267,0.8968,2.1064,0.0509,2,4,0.2492
8224-274381-0005.flac,mackey_glass,-10,1.1234,0.876,2.3652,0.0526,13,4,0.2537
8224-274381-0005.flac,mackey_glass,-5,1.16,0.8554,1.9382,0.0952,2,4,0.2753
8224-274381-0005.flac,mackey_glass,0,1.2317,0.8784,2.0777,0.065,2,4,0.2568
8224-274381-0005.flac,mackey_glass,5,1.3831,0.893,2.1198,0.0502,2,4,0.2484
8224-274381-0005.flac,mackey_glass,10,1.6601,0.8968,2.1202,0.0526,2,4,0.2485
8224-274381-0005.flac,duffing,-10,1.0536,0.9385,1.2359,0.2553,2,3,0.2935
8224-274381-0005.flac,duffing,-5,1.1015,0.8995,1.6493,0.1368,2,4,0.3036
8224-274381-0005.flac,duffing,0,1.2104,0.8953,1.8778,0.0821,2,4,0.2736
8224-274381-0005.flac,duffing,5,1.3876,0.896,2.0013,0.0581,2,4,0.2586
8224-274381-0005.flac,duffing,10,2.1331,0.8949,2.0582,0.0525,2,4,0.2533
5105-28233-0007.flac,logistic,-10,1.0345,0.9801,3.4183,0.0007,7,8,0.1868
5105-28233-0007.flac,logistic,-5,1.0338,0.9792,3.4279,0.0009,4,8,0.1847
5105-28233-0007.flac,logistic,0,1.0449,0.9715,3.3106,0.0022,4,8,0.1882
5105-28233-0007.flac,logistic,5,1.0854,0.9687,3.3049,0.0096,3,8,0.1926
5105-28233-0007.flac,logistic,10,1.216,0.9666,3.0385,0.0993,3,8,0.2049
5105-28233-0007.flac,skew_tent,-10,1.0332,0.9816,3.4888,0.0007,7,8,0.1893
5105-28233-0007.flac,skew_tent,-5,1.0398,0.9795,3.1081,0.0007,7,8,0.1917
5105-28233-0007.flac,skew_tent,0,1.0513,0.981,3.32,0.0021,6,8,0.1876
5105-28233-0007.flac,skew_tent,5,1.0906,0.9705,3.296,0.0122,3,8,0.1952
5105-28233-0007.flac,skew_tent,10,1.2064,0.9643,2.9121,0.0986,3,8,0.2122
5105-28233-0007.flac,henon,-10,1.0443,0.9779,3.9832,0.0009,11,8,0.1822
5105-28233-0007.flac,henon,-5,1.0476,0.9785,3.2829,0.0011,13,8,0.1855
5105-28233-0007.flac,henon,0,1.0592,0.9754,3.3015,0.0028,6,8,0.1868
5105-28233-0007.flac,henon,5,1.1042,0.9432,3.142,0.0141,3,8,0.2028
5105-28233-0007.flac,henon,10,1.2334,0.9442,2.7219,0.0965,3,8,0.2189
5105-28233-0007.flac,bernoulli,-10,4.5199,0.9407,0.7334,0.5163,3,8,0.3792
5105-28233-0007.flac,bernoulli,-5,4.5541,0.9407,0.8155,0.3224,3,8,0.3698
5105-28233-0007.flac,bernoulli,0,4.5693,0.9407,0.8554,0.2212,3,8,0.3653
5105-28233-0007.flac,bernoulli,5,4.5725,0.9407,0.848,0.2214,3,8,0.3659
5105-28233-0007.flac,bernoulli,10,4.573,0.9407,0.8371,0.2014,3,8,0.3664
5105-28233-0007.flac,ikeda,-10,1.0413,0.9746,4.2006,0.0011,5,8,0.1527
5105-28233-0007.flac,ikeda,-5,1.0439,0.9765,3.3066,0.0009,4,8,0.1614
5105-28233-0007.flac,ikeda,0,1.054,0.9711,3.3112,0.0031,3,8,0.1656
5105-28233-0007.flac,ikeda,5,1.097,0.9672,3.2467,0.0176,3,8,0.1772
5105-28233-0007.flac,ikeda,10,1.2207,0.9661,2.8257,0.0792,3,8,0.2011
5105-28233-0007.flac,lorenz,-10,1.0454,0.933,1.4719,0.1738,3,4,0.2836
5105-28233-0007.flac,lorenz,-5,1.1017,0.9533,1.6061,0.1171,3,4,0.272
5105-28233-0007.flac,lorenz,0,1.1876,0.8911,1.9029,0.0604,3,8,0.2963
5105-28233-0007.flac,lorenz,5,1.3058,0.9133,1.7278,0.0901,3,8,0.2913
5105-28233-0007.flac,lorenz,10,1.5753,0.9341,1.4626,0.1085,3,8,0.3054
5105-28233-0007.flac,rossler,-10,1.0575,0.9385,1.3473,0.1954,3,4,0.2988
5105-28233-0007.flac,rossler,-5,1.1149,0.9555,1.4966,0.1432,3,4,0.2824
5105-28233-0007.flac,rossler,0,1.2287,0.8686,1.9489,0.0686,3,8,0.302
5105-28233-0007.flac,rossler,5,1.4418,0.8935,1.881,0.0943,3,8,0.3089
5105-28233-0007.flac,rossler,10,1.7076,0.9171,1.6611,0.136,3,8,0.2968
5105-28233-0007.flac,chen,-10,1.0602,0.8442,1.8633,0.0913,3,4,0.2892
5105-28233-0007.flac,chen,-5,1.0693,0.7989,2.4009,0.0341,3,8,0.2754
5105-28233-0007.flac,chen,0,1.1082,0.8478,2.3065,0.036,3,8,0.2744
5105-28233-0007.flac,chen,5,1.2591,0.8797,2.1174,0.0534,3,8,0.2886
5105-28233-0007.flac,chen,10,1.5432,0.9076,1.8079,0.1113,3,8,0.2929
5105-28233-0007.flac,mackey_glass,-10,1.0977,0.8562,1.842,0.1078,3,4,0.291
5105-28233-0007.flac,mackey_glass,-5,1.1269,0.9188,1.9389,0.0846,3,4,0.2498
5105-28233-0007.flac,mackey_glass,0,1.1992,0.8701,2.3774,0.041,3,8,0.2673
5105-28233-0007.flac,mackey_glass,5,1.3573,0.9022,2.1796,0.0554,3,8,0.2673
5105-28233-0007.flac,mackey_glass,10,1.6211,0.9159,1.8438,0.1193,3,8,0.2888
5105-28233-0007.flac,duffing,-10,1.053,0.9519,1.2446,0.2205,3,3,0.2913
5105-28233-0007.flac,duffing,-5,1.1048,0.9527,1.5839,0.1237,3,4,0.2769
5105-28233-0007.flac,duffing,0,1.2174,0.8905,1.9302,0.0645,3,8,0.2988
5105-28233-0007.flac,duffing,5,1.4042,0.9158,1.7692,0.0717,3,8,0.2885
5105-28233-0007.flac,duffing,10,1.5717,0.9376,1.5312,0.1312,3,8,0.299
4077-13751-0018.flac,logistic,-10,1.0427,0.9786,3.2339,0.001,7,8,0.1971
4077-13751-0018.flac,logistic,-5,1.0442,0.9775,3.3763,0.0014,4,8,0.1823
4077-13751-0018.flac,logistic,0,1.0518,0.9779,3.4842,0.0039,4,8,0.1685
4077-13751-0018.flac,logistic,5,1.0792,0.9747,3.5052,0.0172,4,8,0.1608
4077-13751-0018.flac,logistic,10,1.1573,0.9706,3.266,0.087,3,8,0.1647
4077-13751-0018.flac,skew_tent,-10,1.0459,0.9807,3.247,0.0009,6,8,0.2055
4077-13751-0018.flac,skew_tent,-5,1.0488,0.9811,3.3855,0.0014,7,8,0.1868
4077-13751-0018.flac,skew_tent,0,1.0596,0.9763,3.4882,0.0042,3,8,0.1721
4077-13751-0018.flac,skew_tent,5,1.0926,0.9754,3.5003,0.0214,3,8,0.1628
4077-13751-0018.flac,skew_tent,10,1.1776,0.9709,3.5257,0.0872,3,8,0.1627
4077-13751-0018.flac,henon,-10,1.0551,0.9774,3.2799,0.0013,10,8,0.2027
4077-13751-0018.flac,henon,-5,1.0567,0.9769,3.3918,0.0019,10,8,0.1839
4077-13751-0018.flac,henon,0,1.0657,0.974,3.4843,0.0059,7,8,0.1695
4077-13751-0018.flac,henon,5,1.0964,0.9458,3.4404,0.019,3,8,0.1684
4077-13751-0018.flac,henon,10,1.18,0.957,3.2188,0.0787,3,8,0.1695
4077-13751-0018.flac,bernoulli,-10,4.5132,0.889,0.0152,0.9746,4,8,0.6721
4077-13751-0018.flac,bernoulli,-5,4.5379,0.889,0.1987,0.7768,4,8,0.5849
4077-13751-0018.flac,bernoulli,0,4.5567,0.889,1.3546,0.4418,4,8,0.3988
4077-13751-0018.flac,bernoulli,5,4.5658,0.889,1.5796,0.304,4,8,0.3551
4077-13751-0018.flac,bernoulli,10,4.5675,0.889,1.6534,0.2633,4,8,0.3422
4077-13751-0018.flac,ikeda,-10,1.0482,0.981,3.5295,0.0012,8,8,0.1638
4077-13751-0018.flac,ikeda,-5,1.0494,0.9817,3.4227,0.0019,7,8,0.1552
4077-13751-0018.flac,ikeda,0,1.0585,0.9786,3.5091,0.0045,4,8,0.149
4077-13751-0018.flac,ikeda,5,1.0888,0.9763,3.507,0.022,4,8,0.1483
4077-13751-0018.flac,ikeda,10,1.1657,0.9668,3.2137,0.0922,3,8,0.1596
4077-13751-0018.flac,lorenz,-10,1.0713,0.9408,1.3288,0.2084,17,3,0.3164
4077-13751-0018.flac,lorenz,-5,1.1443,0.9597,1.8931,0.1293,23,4,0.2716
4077-13751-0018.flac,lorenz,0,1.2763,0.9342,1.9445,0.1151,20,4,0.2611
4077-13751-0018.flac,lorenz,5,1.5328,0.9484,2.2454,0.1148,14,5,0.2392
4077-13751-0018.flac,lorenz,10,1.951,0.9329,1.0625,0.3384,4,4,0.2903
4077-13751-0018.flac,rossler,-10,1.0665,0.943,1.4846,0.1608,35,3,0.3081
4077-13751-0018.flac,rossler,-5,1.1241,0.8349,1.9,0.1099,25,4,0.3265
4077-13751-0018.flac,rossler,0,1.2505,0.8764,1.9288,0.1376,15,4,0.3057
4077-13751-0018.flac,rossler,5,1.4716,0.9109,1.3683,0.3019,4,4,0.2814
4077-13751-0018.flac,rossler,10,1.8218,0.928,1.9511,0.1937,14,5,0.2519
4077-13751-0018.flac,chen,-10,1.1519,0.874,2.1937,0.0677,11,4,0.292
4077-13751-0018.flac,chen,-5,1.1152,0.9227,2.2901,0.0619,13,4,0.2523
4077-13751-0018.flac,chen,0,1.168,0.9182,2.7199,0.0401,13,5,0.2333
4077-13751-0018.flac,chen,5,1.3049,0.965,2.5939,0.0682,13,5,0.2171
4077-13751-0018.flac,chen,10,1.5771,0.9522,2.9589,0.0504,14,8,0.2152
4077-13751-0018.flac,mackey_glass,-10,1.1143,0.9364,1.5338,0.1411,11,3,0.2823
4077-13751-0018.flac,mackey_glass,-5,1.1444,0.838,2.0462,0.0913,12,4,0.2997
4077-13751-0018.flac,mackey_glass,0,1.2131,0.8906,2.1706,0.0917,12,4,0.2716
4077-13751-0018.flac,mackey_glass,5,1.3624,0.8932,2.7894,0.056,12,6,0.242
4077-13751-0018.flac,mackey_glass,10,1.6125,0.9456,2.9715,0.0447,14,8,0.214
4077-13751-0018.flac,duffing,-10,1.0654,0.9691,1.5365,0.1381,31,3,0.3043
4077-13751-0018.flac,duffing,-5,1.1276,0.9062,1.9422,0.0982,24,4,0.2882
4077-13751-0018.flac,duffing,0,1.2877,0.9241,1.9208,0.1432,16,4,0.2677
4077-13751-0018.flac,duffing,5,1.6022,0.9371,2.2162,0.1101,16,5,0.2445
4077-13751-0018.flac,duffing,10,2.0995,0.8642,2.0772,0.1782,4,8,0.3078
2961-961-0022.flac,logistic,-10,1.0294,0.9798,3.306,0.0011,6,8,0.2128
2961-961-0022.flac,logistic,-5,1.0304,0.9809,3.3927,0.0018,7,8,0.2081
2961-961-0022.flac,logistic,0,1.0357,0.9805,3.5042,0.0057,7,8,0.2058
2961-961-0022.flac,logistic,5,1.0588,0.9801,3.3846,0.0536,6,8,0.2087
2961-961-0022.flac,logistic,10,1.1379,0.9803,0.3776,0.4841,10,8,0.3348
2961-961-0022.flac,skew_tent,-10,1.0302,0.9803,3.3726,0.0009,10,8,0.225
2961-961-0022.flac,skew_tent,-5,1.0324,0.9812,3.4143,0.0017,10,8,0.222
2961-961-0022.flac,skew_tent,0,1.0391,0.9787,3.5364,0.006,9,8,0.2204
2961-961-0022.flac,skew_tent,5,1.0601,0.978,3.4519,0.0489,9,8,0.2205
2961-961-0022.flac,skew_tent,10,1.1352,0.9776,5.1121,0.4014,9,8,0.2059
2961-961-0022.flac,henon,-10,1.0376,0.9784,3.3433,0.0015,12,8,0.2287
2961-961-0022.flac,henon,-5,1.0375,0.9761,3.4127,0.0023,15,8,0.2242
2961-961-0022.flac,henon,0,1.0423,0.9802,3.501,0.01,13,8,0.2206
2961-961-0022.flac,henon,5,1.0656,0.9801,3.3488,0.0581,11,8,0.223
2961-961-0022.flac,henon,10,1.1445,0.9786,4.8977,0.4165,10,8,0.2095
2961-961-0022.flac,bernoulli,-10,4.5083,0.9808,0,1,8,4,0.4975
2961-961-0022.flac,bernoulli,-5,4.5311,0.9808,0,0.9972,8,4,0.4975
2961-961-0022.flac,bernoulli,0,4.5603,0.9808,0.0019,0.9691,8,4,0.4969
2961-961-0022.flac,bernoulli,5,4.5817,0.9808,0.0145,0.9363,8,4,0.4936
2961-961-0022.flac,bernoulli,10,4.5961,0.9808,0.0134,0.9036,8,4,0.4937
2961-961-0022.flac,ikeda,-10,1.0368,0.979,3.8803,0.0009,8,8,0.1768
2961-961-0022.flac,ikeda,-5,1.0365,0.982,3.4388,0.0017,10,8,0.1781
2961-961-0022.flac,ikeda,0,1.0419,0.9802,3.5433,0.0092,11,8,0.175
2961-961-0022.flac,ikeda,5,1.0681,0.9778,3.4501,0.0574,9,8,0.1757
2961-961-0022.flac,ikeda,10,1.1455,0.9756,0.5416,0.443,4,8,0.2853
2961-961-0022.flac,lorenz,-10,1.0499,0.907,1.0539,0.2827,15,3,0.3711
2961-961-0022.flac,lorenz,-5,1.0878,0.9329,1.0139,0.3065,16,3,0.3639
2961-961-0022.flac,lorenz,0,1.208,0.9537,0.9028,0.3487,17,3,0.3619
2961-961-0022.flac,lorenz,5,1.4451,0.9639,0.6851,0.4752,16,3,0.3742
2961-961-0022.flac,lorenz,10,1.8235,0.9649,0.9252,0.6704,15,3,0.3585
2961-961-0022.flac,rossler,-10,1.0385,0.8966,1.1722,0.1813,32,3,0.4131
2961-961-0022.flac,rossler,-5,1.059,0.9126,1.1418,0.2066,34,3,0.3666
2961-961-0022.flac,rossler,0,1.1439,0.87,1.0407,0.2663,27,3,0.4408
2961-961-0022.flac,rossler,5,1.3694,0.9595,1.0319,0.4165,39,3,0.3538
2961-961-0022.flac,rossler,10,1.7597,0.8913,0.0654,0.6882,24,3,0.6518
2961-961-0022.flac,chen,-10,1.0662,0.9019,1.5916,0.124,10,3,0.2987
2961-961-0022.flac,chen,-5,1.0855,0.9089,1.5466,0.1443,10,3,0.2978
2961-961-0022.flac,chen,0,1.1622,0.9249,1.4038,0.1992,10,3,0.2982
2961-961-0022.flac,chen,5,1.3574,0.9271,1.8787,0.2776,11,4,0.281
2961-961-0022.flac,chen,10,1.6877,0.9138,0.0733,0.6541,10,4,0.4415
2961-961-0022.flac,mackey_glass,-10,1.0781,0.9375,1.4214,0.1534,11,3,0.3001
2961-961-0022.flac,mackey_glass,-5,1.1177,0.9423,1.4009,0.1703,11,3,0.2979
2961-961-0022.flac,mackey_glass,0,1.2318,0.9499,1.2975,0.2226,11,3,0.2989
2961-961-0022.flac,mackey_glass,5,1.4505,0.9563,1.5285,0.3764,11,3,0.2876
2961-961-0022.flac,mackey_glass,10,1.7718,0.8735,0.1017,0.6497,10,4,0.5962
2961-961-0022.flac,duffing,-10,1.0426,0.89,1.2123,0.2216,17,3,0.4188
2961-961-0022.flac,duffing,-5,1.0785,0.8949,1.1882,0.252,17,3,0.4225
2961-961-0022.flac,duffing,0,1.2331,0.936,1.1528,0.296,22,3,0.35
2961-961-0022.flac,duffing,5,1.527,0.935,1.2301,0.4562,18,3,0.3455
2961-961-0022.flac,duffing,10,1.9619,0.911,1.5229,0.632,19,4,0.348
2300-131720-0028.flac,logistic,-10,1.0263,0.9773,3.6033,0.0007,6,8,0.1857
2300-131720-0028.flac,logistic,-5,1.0262,0.9792,4.1708,0.0007,11,8,0.1711
2300-131720-0028.flac,logistic,0,1.0292,0.9659,3.4232,0.0012,13,8,0.1773
2300-131720-0028.flac,logistic,5,1.0385,0.9602,3.062,0.0188,11,5,0.1847
2300-131720-0028.flac,logistic,10,1.0678,0.9466,2.374,0.0608,10,4,0.2081
2300-131720-0028.flac,skew_tent,-10,1.0237,0.979,4.1977,0.0008,7,8,0.1907
2300-131720-0028.flac,skew_tent,-5,1.0242,0.9768,4.191,0.0007,9,8,0.178
2300-131720-0028.flac,skew_tent,0,1.0285,0.9683,3.2031,0.0009,12,8,0.1834
2300-131720-0028.flac,skew_tent,5,1.0393,0.9835,2.6614,0.0356,13,4,0.1878
2300-131720-0028.flac,skew_tent,10,1.075,0.9417,2.3987,0.057,11,4,0.2105
2300-131720-0028.flac,henon,-10,1.0273,0.9768,3.2934,0.0011,11,8,0.1952
2300-131720-0028.flac,henon,-5,1.0263,0.9757,3.8113,0.0009,10,8,0.1781
2300-131720-0028.flac,henon,0,1.0297,0.9349,3.2789,0.0025,3,8,0.1879
2300-131720-0028.flac,henon,5,1.0419,0.9896,2.3777,0.0597,3,4,0.19
2300-131720-0028.flac,henon,10,1.08,0.9458,2.3649,0.0696,10,4,0.21
2300-131720-0028.flac,bernoulli,-10,4.4937,0.9393,0.0187,0.7464,12,3,0.4615
