file,noise,snr,PESQ,PermEn,D2,RR,tau,m,CSI
3575-170457-0046.flac,logistic,0,1.0304,0.9755,3.389,0.0021,10,8,0.1674
3575-170457-0046.flac,logistic,5,1.0401,0.9609,3.4142,0.0096,9,8,0.1667
3575-170457-0046.flac,logistic,10,1.0741,0.9508,2.8603,0.0655,10,6,0.1822
3575-170457-0046.flac,skew_tent,-10,1.0273,0.979,3.4627,0.0011,7,8,0.1988
3575-170457-0046.flac,skew_tent,-5,1.0285,0.9769,3.3517,0.0013,7,8,0.1847
3575-170457-0046.flac,skew_tent,0,1.0323,0.9707,3.4258,0.0027,4,8,0.1714
3575-170457-0046.flac,skew_tent,5,1.0424,0.959,3.4208,0.0097,9,8,0.169
3575-170457-0046.flac,skew_tent,10,1.0754,0.9429,3.2122,0.0482,9,8,0.1794
3575-170457-0046.flac,henon,-10,1.0336,0.9764,3.3275,0.0014,8,8,0.1982
3575-170457-0046.flac,henon,-5,1.031,0.9814,3.3406,0.0015,11,8,0.1803
3575-170457-0046.flac,henon,0,1.0341,0.9738,3.4023,0.0029,5,8,0.1686
3575-170457-0046.flac,henon,5,1.0442,0.9546,3.3933,0.0121,3,8,0.1687
3575-170457-0046.flac,henon,10,1.078,0.9546,3.0577,0.0471,10,7,0.1775
3575-170457-0046.flac,bernoulli,-10,4.5093,0.969,0.0131,0.8145,9,4,0.4023
3575-170457-0046.flac,bernoulli,-5,4.5443,0.969,0.4375,0.5297,9,4,0.3273
3575-170457-0046.flac,bernoulli,0,4.5731,0.969,1.1758,0.3497,9,4,0.2669
3575-170457-0046.flac,bernoulli,5,4.5927,0.969,1.3943,0.2659,9,4,0.2557
3575-170457-0046.flac,bernoulli,10,4.6205,0.969,1.354,0.2097,9,4,0.2571
3575-170457-0046.flac,ikeda,-10,1.0296,0.9781,3.3872,0.001,9,8,0.1634
3575-170457-0046.flac,ikeda,-5,1.0297,0.9753,3.7013,0.0013,4,8,0.1527
3575-170457-0046.flac,ikeda,0,1.033,0.9679,3.4274,0.0025,4,8,0.1542
3575-170457-0046.flac,ikeda,5,1.0441,0.962,3.426,0.0102,9,8,0.1582
3575-170457-0046.flac,ikeda,10,1.0772,0.9462,2.9938,0.0641,9,6,0.1775
3575-170457-0046.flac,lorenz,-10,1.0389,0.9345,1.5168,0.1728,16,4,0.3083
3575-170457-0046.flac,lorenz,-5,1.0614,0.9673,1.7147,0.111,15,4,0.2714
3575-170457-0046.flac,lorenz,0,1.1419,0.9877,1.8779,0.103,16,4,0.2452
3575-170457-0046.flac,lorenz,5,1.3344,0.9863,1.9089,0.1124,11,4,0.2365
3575-170457-0046.flac,lorenz,10,1.6915,0.966,1.8108,0.1459,9,4,0.2405
3575-170457-0046.flac,rossler,-10,1.034,0.8606,1.4271,0.1157,28,4,0.3633
3575-170457-0046.flac,rossler,-5,1.0473,0.9056,1.6159,0.1157,23,4,0.2969
3575-170457-0046.flac,rossler,0,1.0934,0.9709,1.7879,0.0792,18,4,0.2543
3575-170457-0046.flac,rossler,5,1.2463,0.9657,2.0825,0.0696,17,5,0.2385
3575-170457-0046.flac,rossler,10,1.5546,0.9644,2.0052,0.1043,11,5,0.2362
3575-170457-0046.flac,chen,-10,1.0729,0.9027,2.1518,0.0613,11,4,0.2696
3575-170457-0046.flac,chen,-5,1.0637,0.9495,2.2986,0.0517,12,4,0.2446
3575-170457-0046.flac,chen,0,1.1061,0.9603,2.3359,0.0624,11,4,0.2323
3575-170457-0046.flac,chen,5,1.2254,0.9471,2.5326,0.0562,10,5,0.2265
3575-170457-0046.flac,chen,10,1.4694,0.9526,1.9247,0.1264,9,4,0.2386
3575-170457-0046.flac,mackey_glass,-10,1.0698,0.9507,1.6577,0.1156,11,3,0.2693
3575-170457-0046.flac,mackey_glass,-5,1.0888,0.8858,2.1912,0.0699,11,4,0.2761
3575-170457-0046.flac,mackey_glass,0,1.1616,0.932,2.282,0.065,11,4,0.2386
3575-170457-0046.flac,mackey_glass,5,1.3213,0.9438,2.1527,0.0857,10,4,0.2354
3575-170457-0046.flac,mackey_glass,10,1.5882,0.9663,1.9126,0.128,10,4,0.2357
3575-170457-0046.flac,duffing,-10,1.0328,0.9342,2.0466,0.1152,19,4,0.2896
3575-170457-0046.flac,duffing,-5,1.0591,0.9553,2.0777,0.0812,22,4,0.2626
3575-170457-0046.flac,duffing,0,1.1773,0.9712,2.0058,0.0938,12,4,0.2451
3575-170457-0046.flac,duffing,5,1.4273,0.9849,1.9479,0.1141,11,4,0.2336
3575-170457-0046.flac,duffing,10,1.831,0.9673,1.8533,0.1602,9,4,0.2383
2300-131720-0035.flac,logistic,-10,1.0326,0.9799,3.3046,0.0014,6,8,0.2092
2300-131720-0035.flac,logistic,-5,1.023,0.9766,3.3852,0.0018,8,8,0.2033
2300-131720-0035.flac,logistic,0,1.025,0.9793,3.4992,0.0057,8,8,0.1954
2300-131720-0035.flac,logistic,5,1.032,0.9776,3.432,0.0396,6,8,0.1902
2300-131720-0035.flac,logistic,10,1.0521,0.9683,4.4787,0.2814,9,8,0.1784
2300-131720-0035.flac,skew_tent,-10,1.0216,0.9738,3.3196,0.001,7,8,0.2249
2300-131720-0035.flac,skew_tent,-5,1.0214,0.9772,3.4193,0.002,9,8,0.2181
2300-131720-0035.flac,skew_tent,0,1.0241,0.9799,3.5361,0.0066,8,8,0.2088
2300-131720-0035.flac,skew_tent,5,1.0328,0.9788,3.4654,0.0457,5,8,0.1996
2300-131720-0035.flac,skew_tent,10,1.058,0.9745,4.7304,0.301,5,8,0.181
2300-131720-0035.flac,henon,-10,1.0244,0.9796,3.3349,0.0016,11,8,0.2239
2300-131720-0035.flac,henon,-5,1.023,0.9777,3.711,0.0036,13,8,0.2111
2300-131720-0035.flac,henon,0,1.0253,0.9771,3.4884,0.009,8,8,0.205
2300-131720-0035.flac,henon,5,1.0353,0.9743,3.3815,0.0552,8,8,0.1977
2300-131720-0035.flac,henon,10,1.0617,0.9099,3.818,0.3092,3,8,0.2073
2300-131720-0035.flac,bernoulli,-10,4.5781,0.9362,0,1,20,4,0.4805
2300-131720-0035.flac,bernoulli,-5,4.6272,0.9362,0,0.9925,20,4,0.4804
2300-131720-0035.flac,bernoulli,0,4.6405,0.9362,0.0042,0.9262,20,4,0.4783
2300-131720-0035.flac,bernoulli,5,4.6433,0.9362,0.0437,0.7915,20,4,0.4667
2300-131720-0035.flac,bernoulli,10,4.6438,0.9362,0.907,0.7323,20,4,0.3573
2300-131720-0035.flac,ikeda,-10,1.0285,0.9789,3.3762,0.0012,11,8,0.1793
2300-131720-0035.flac,ikeda,-5,1.0258,0.9796,3.4548,0.0024,8,8,0.1721
2300-131720-0035.flac,ikeda,0,1.0276,0.9797,3.5499,0.0079,8,8,0.1644
2300-131720-0035.flac,ikeda,5,1.0345,0.9791,3.4558,0.0565,7,8,0.1616
2300-131720-0035.flac,ikeda,10,1.0558,0.9751,0.9351,0.3469,4,8,0.2375
2300-131720-0035.flac,lorenz,-10,1.0486,0.9339,1.1461,0.2633,17,3,0.3562
2300-131720-0035.flac,lorenz,-5,1.0726,0.9567,1.2207,0.2653,19,3,0.3421
2300-131720-0035.flac,lorenz,0,1.1847,0.9678,1.2882,0.3,20,3,0.3297
2300-131720-0035.flac,lorenz,5,1.3718,0.9868,1.939,0.2833,28,4,0.2903
2300-131720-0035.flac,lorenz,10,1.752,0.9779,0.2582,0.5035,28,4,0.3994
2300-131720-0035.flac,rossler,-10,1.0467,0.9195,1.3022,0.1718,34,3,0.3578
2300-131720-0035.flac,rossler,-5,1.0737,0.936,1.3694,0.1861,38,3,0.3462
2300-131720-0035.flac,rossler,0,1.1457,0.9192,1.5146,0.2525,33,3,0.3401
2300-131720-0035.flac,rossler,5,1.2666,0.9271,0.7049,0.3732,32,3,0.3769
2300-131720-0035.flac,rossler,10,1.5542,0.9174,0.1106,0.6054,27,3,0.4524
2300-131720-0035.flac,chen,-10,1.0694,0.9233,1.6304,0.112,11,3,0.2912
2300-131720-0035.flac,chen,-5,1.0794,0.8722,1.9754,0.0805,11,4,0.3101
2300-131720-0035.flac,chen,0,1.1137,0.8971,1.9501,0.104,12,4,0.3092
2300-131720-0035.flac,chen,5,1.1889,0.9371,1.7532,0.1926,14,4,0.2811
2300-131720-0035.flac,chen,10,1.359,0.9346,0.3141,0.468,13,4,0.386
2300-131720-0035.flac,mackey_glass,-10,1.0844,0.9514,1.5061,0.1455,12,3,0.2906
2300-131720-0035.flac,mackey_glass,-5,1.102,0.9531,1.5008,0.1669,12,3,0.2883
2300-131720-0035.flac,mackey_glass,0,1.151,0.8504,1.8273,0.15,13,4,0.3347
2300-131720-0035.flac,mackey_glass,5,1.2525,0.8846,1.4911,0.2433,13,4,0.3589
2300-131720-0035.flac,mackey_glass,10,1.448,0.9208,0.2769,0.5015,14,4,0.3946
2300-131720-0035.flac,duffing,-10,1.0433,0.9764,1.5035,0.1304,48,3,0.3308
2300-131720-0035.flac,duffing,-5,1.0704,0.9485,1.3514,0.2221,22,3,0.3433
2300-131720-0035.flac,duffing,0,1.1383,0.9417,1.1619,0.2988,19,3,0.3492
2300-131720-0035.flac,duffing,5,1.4025,0.9296,0.9674,0.3374,22,4,0.3541
2300-131720-0035.flac,duffing,10,1.8475,0.9537,0.2327,0.5313,28,4,0.4135
5142-36377-0014.flac,logistic,-10,1.0212,0.9797,3.3088,0.0013,9,8,0.2152
5142-36377-0014.flac,logistic,-5,1.0219,0.9813,3.3927,0.0023,6,8,0.2116
5142-36377-0014.flac,logistic,0,1.0253,0.98,3.4947,0.0062,6,8,0.2072
5142-36377-0014.flac,logistic,5,1.0428,0.9819,3.3616,0.0551,6,8,0.2048
5142-36377-0014.flac,logistic,10,1.1151,0.9814,5.1596,0.5995,6,8,0.1846
5142-36377-0014.flac,skew_tent,-10,1.02,0.9808,3.2803,0.0011,10,8,0.2263
5142-36377-0014.flac,skew_tent,-5,1.0207,0.9793,3.4316,0.002,11,8,0.2214
5142-36377-0014.flac,skew_tent,0,1.0231,0.9824,3.5374,0.0074,14,8,0.2151
5142-36377-0014.flac,skew_tent,5,1.0379,0.9778,3.4223,0.0697,9,8,0.213
5142-36377-0014.flac,skew_tent,10,1.1081,0.978,0.2602,0.5278,8,8,0.3497
5142-36377-0014.flac,henon,-10,1.0228,0.9774,3.3505,0.0015,14,8,0.2307
5142-36377-0014.flac,henon,-5,1.0225,0.9801,3.4174,0.0032,18,8,0.2256
5142-36377-0014.flac,henon,0,1.0243,0.9767,3.4939,0.0107,13,8,0.2206
5142-36377-0014.flac,henon,5,1.0402,0.9771,3.4902,0.0642,12,8,0.2135
5142-36377-0014.flac,henon,10,1.1119,0.9772,0.1437,0.5055,13,8,0.3705
5142-36377-0014.flac,bernoulli,-10,4.5181,0.9417,0,1,3,8,0.4781
5142-36377-0014.flac,bernoulli,-5,4.5498,0.9417,0,0.9997,3,8,0.4781
5142-36377-0014.flac,bernoulli,0,4.5753,0.9417,0.0013,0.9988,3,8,0.4778
5142-36377-0014.flac,bernoulli,5,4.5924,0.9417,0.0115,0.984,3,8,0.475
5142-36377-0014.flac,bernoulli,10,4.5987,0.9417,0.0108,0.9625,3,8,0.4749
5142-36377-0014.flac,ikeda,-10,1.0246,0.9803,3.5346,0.0011,11,8,0.1845
5142-36377-0014.flac,ikeda,-5,1.0251,0.9803,3.4498,0.002,11,8,0.1838
5142-36377-0014.flac,ikeda,0,1.0306,0.9788,3.5518,0.0091,6,8,0.1793
5142-36377-0014.flac,ikeda,5,1.0533,0.9796,3.5783,0.0763,11,8,0.1741
5142-36377-0014.flac,ikeda,10,1.1347,0.9798,0.2377,0.5512,12,8,0.3182
5142-36377-0014.flac,lorenz,-10,1.0346,0.9153,1.0751,0.25,16,3,0.353
5142-36377-0014.flac,lorenz,-5,1.0566,0.9184,1.0168,0.3069,16,3,0.3484
5142-36377-0014.flac,lorenz,0,1.1124,0.9224,0.9346,0.3745,16,3,0.3468
5142-36377-0014.flac,lorenz,5,1.2432,0.8481,0.6771,0.6062,6,3,0.5262
5142-36377-0014.flac,lorenz,10,1.5049,0.8186,0.1309,0.7769,6,4,0.6467
5142-36377-0014.flac,rossler,-10,1.0272,0.8952,1.214,0.1806,29,3,0.3948
5142-36377-0014.flac,rossler,-5,1.0433,0.8829,1.2213,0.2034,25,3,0.3941
5142-36377-0014.flac,rossler,0,1.0851,0.8098,0.8526,0.4207,6,3,0.4813
5142-36377-0014.flac,rossler,5,1.2133,0.836,0.8958,0.6041,6,3,0.5137
5142-36377-0014.flac,rossler,10,1.5042,0.7928,0.1145,0.8188,6,4,0.6681
5142-36377-0014.flac,chen,-10,1.0554,0.9207,1.5955,0.1182,11,3,0.2894
5142-36377-0014.flac,chen,-5,1.0541,0.8989,1.5242,0.1491,10,3,0.3292
5142-36377-0014.flac,chen,0,1.0726,0.9005,1.5799,0.2097,10,3,0.2902
5142-36377-0014.flac,chen,5,1.1423,0.9076,1.7443,0.4093,10,3,0.2839
5142-36377-0014.flac,chen,10,1.2927,0.8784,0.0199,0.7222,10,4,0.6156
5142-36377-0014.flac,mackey_glass,-10,1.0498,0.9524,1.4454,0.1495,12,3,0.29
5142-36377-0014.flac,mackey_glass,-5,1.0588,0.9537,1.3976,0.1702,12,3,0.2883
5142-36377-0014.flac,mackey_glass,0,1.0947,0.9579,1.2631,0.234,12,3,0.2897
5142-36377-0014.flac,mackey_glass,5,1.1754,0.9602,1.5281,0.3926,12,3,0.2755
5142-36377-0014.flac,mackey_glass,10,1.3554,0.8508,0.0201,0.7404,12,4,0.6281
5142-36377-0014.flac,duffing,-10,1.0287,0.9043,1.2334,0.1988,19,3,0.3572
5142-36377-0014.flac,duffing,-5,1.0472,0.833,1.0728,0.2802,13,3,0.4426
5142-36377-0014.flac,duffing,0,1.1209,0.7932,0.8245,0.4268,6,3,0.4991
5142-36377-0014.flac,duffing,5,1.3064,0.8846,0.6733,0.627,2,3,0.5346
5142-36377-0014.flac,duffing,10,1.6477,0.9339,0.021,0.8522,2,3,0.4717
121-123859-0001.flac,logistic,-10,1.0289,0.9801,3.2462,0.0013,6,8,0.2009
121-123859-0001.flac,logistic,-5,1.0303,0.9805,3.5306,0.0015,4,8,0.1854
121-123859-0001.flac,logistic,0,1.0415,0.9785,3.481,0.004,4,8,0.1762
121-123859-0001.flac,logistic,5,1.0702,0.9731,3.4654,0.0246,3,8,0.171
121-123859-0001.flac,logistic,10,1.1587,0.9653,3.7668,0.157,3,8,0.169
121-123859-0001.flac,skew_tent,-10,1.027,0.9815,3.501,0.0011,10,8,0.2043
121-123859-0001.flac,skew_tent,-5,1.0319,0.9764,3.8911,0.0016,8,8,0.1887
121-123859-0001.flac,skew_tent,0,1.0431,0.9783,3.5026,0.0051,5,8,0.1802
121-123859-0001.flac,skew_tent,5,1.071,0.9761,3.4633,0.0309,4,8,0.1727
121-123859-0001.flac,skew_tent,10,1.1574,0.9654,3.7335,0.1618,4,8,0.1712
121-123859-0001.flac,henon,-10,1.0395,0.9805,3.4878,0.0017,18,8,0.2045
121-123859-0001.flac,henon,-5,1.0388,0.9785,3.3891,0.0023,10,8,0.1924
121-123859-0001.flac,henon,0,1.0504,0.9788,3.472,0.006,8,8,0.179
121-123859-0001.flac,henon,5,1.0807,0.9687,3.4443,0.0237,5,8,0.1736
121-123859-0001.flac,henon,10,1.1747,0.9458,3.2775,0.1477,3,8,0.1812
121-123859-0001.flac,bernoulli,-10,4.5465,0.9261,0.0697,0.9343,3,4,0.4387
121-123859-0001.flac,bernoulli,-5,4.6304,0.9261,0.1086,0.8142,3,4,0.4283
121-123859-0001.flac,bernoulli,0,4.6439,0.9261,0.2827,0.7158,3,4,0.3959
121-123859-0001.flac,bernoulli,5,4.6439,0.9261,0.3867,0.6324,3,4,0.3797
121-123859-0001.flac,bernoulli,10,4.6439,0.9261,0.3936,0.6065,3,4,0.3783
121-123859-0001.flac,ikeda,-10,1.034,0.9754,3.7032,0.0009,6,8,0.1683
121-123859-0001.flac,ikeda,-5,1.0374,0.9786,3.4175,0.002,4,8,0.162
121-123859-0001.flac,ikeda,0,1.0492,0.9803,3.5049,0.006,4,8,0.1547
121-123859-0001.flac,ikeda,5,1.0857,0.9785,3.4587,0.0321,4,8,0.155
121-123859-0001.flac,ikeda,10,1.1845,0.9665,3.6371,0.1781,3,8,0.1619
121-123859-0001.flac,lorenz,-10,1.0384,0.9455,1.1821,0.2465,17,3,0.324
121-123859-0001.flac,lorenz,-5,1.0661,0.9398,0.9849,0.307,3,3,0.3274
121-123859-0001.flac,lorenz,0,1.1396,0.8742,1.2026,0.2917,3,4,0.3908
121-123859-0001.flac,lorenz,5,1.3081,0.9031,1.1481,0.3491,3,4,0.315
121-123859-0001.flac,lorenz,10,1.5792,0.9138,0.8465,0.4574,3,4,0.3292
121-123859-0001.flac,rossler,-10,1.0328,0.9515,1.2811,0.1545,36,3,0.3307
121-123859-0001.flac,rossler,-5,1.0573,0.945,0.9084,0.3467,3,3,0.3446
121-123859-0001.flac,rossler,0,1.1313,0.8633,1.0911,0.2974,3,4,0.4117
121-123859-0001.flac,rossler,5,1.3435,0.8976,1.1109,0.3506,3,4,0.4045
121-123859-0001.flac,rossler,10,1.6972,0.8199,1.4916,0.3386,3,8,0.3973
121-123859-0001.flac,chen,-10,1.0556,0.8587,2.0165,0.0734,10,4,0.2988
121-123859-0001.flac,chen,-5,1.0609,0.8818,2.086,0.0776,10,4,0.2852
121-123859-0001.flac,chen,0,1.089,0.9018,2.9509,0.0149,13,8,0.2386
121-123859-0001.flac,chen,5,1.1854,0.8857,2.8678,0.0446,10,8,0.2541
121-123859-0001.flac,chen,10,1.3906,0.8886,0.829,0.3879,3,4,0.4154
121-123859-0001.flac,mackey_glass,-10,1.0586,0.9542,1.5429,0.1356,12,3,0.2755
121-123859-0001.flac,mackey_glass,-5,1.0755,0.8187,1.8885,0.11,12,4,0.3163
121-123859-0001.flac,mackey_glass,0,1.1315,0.8495,1.8362,0.128,10,4,0.3086
121-123859-0001.flac,mackey_glass,5,1.249,0.8279,2.7236,0.0674,10,8,0.2766
121-123859-0001.flac,mackey_glass,10,1.4638,0.8193,2.0618,0.2778,3,8,0.3503
121-123859-0001.flac,duffing,-10,1.0332,0.904,1.7265,0.1232,22,4,0.313
121-123859-0001.flac,duffing,-5,1.0653,0.9466,0.9673,0.3282,3,3,0.3268
121-123859-0001.flac,duffing,0,1.1724,0.8848,1.1427,0.3155,3,4,0.3986
121-123859-0001.flac,duffing,5,1.413,0.9092,1.0775,0.357,3,4,0.3208
121-123859-0001.flac,duffing,10,1.7627,0.9241,0.9564,0.418,3,4,0.3195
3570-5696-0003.flac,logistic,-10,1.0624,0.9802,3.6247,0.0009,7,8,0.1865
3570-5696-0003.flac,logistic,-5,1.0191,0.9763,3.6399,0.001,7,8,0.1803
3570-5696-0003.flac,logistic,0,1.0199,0.9602,3.3378,0.0019,9,8,0.1825
3570-5696-0003.flac,logistic,5,1.0249,0.9389,3.3271,0.008,13,8,0.1879
3570-5696-0003.flac,logistic,10,1.0446,0.9761,2.0292,0.1037,15,4,0.2099
3570-5696-0003.flac,skew_tent,-10,1.0187,0.9778,3.6603,0.0009,8,8,0.2006
3570-5696-0003.flac,skew_tent,-5,1.0188,0.9751,3.2753,0.0013,5,8,0.1963
3570-5696-0003.flac,skew_tent,0,1.0199,0.9624,3.3477,0.0024,9,8,0.1907
3570-5696-0003.flac,skew_tent,5,1.0252,0.938,3.3314,0.0269,15,6,0.1961
3570-5696-0003.flac,skew_tent,10,1.0454,0.973,1.9027,0.1065,14,4,0.2217
3570-5696-0003.flac,henon,-10,1.0208,0.9781,3.3477,0.001,10,8,0.1987
3570-5696-0003.flac,henon,-5,1.0204,0.9765,3.8095,0.0009,10,8,0.1843
3570-5696-0003.flac,henon,0,1.0213,0.967,3.3261,0.0019,5,8,0.1858
3570-5696-0003.flac,henon,5,1.0266,0.9373,3.3257,0.0082,16,8,0.1928
3570-5696-0003.flac,henon,10,1.0493,0.9594,2.3809,0.086,18,5,0.2105
3570-5696-0003.flac,bernoulli,-10,4.4997,0.9711,0.196,0.7466,15,4,0.4061
3570-5696-0003.flac,bernoulli,-5,4.5343,0.9711,1.0445,0.4224,15,4,0.317
3570-5696-0003.flac,bernoulli,0,4.5594,0.9711,1.0488,0.2249,15,4,0.3154
3570-5696-0003.flac,bernoulli,5,4.5731,0.9711,1.114,0.2103,15,4,0.3115
3570-5696-0003.flac,bernoulli,10,4.5753,0.9711,1.1404,0.1804,15,4,0.3098
3570-5696-0003.flac,ikeda,-10,1.021,0.9748,4.2115,0.0008,6,8,0.1563
3570-5696-0003.flac,ikeda,-5,1.0206,0.9729,3.8346,0.0009,4,8,0.1553
3570-5696-0003.flac,ikeda,0,1.0216,0.9676,3.3582,0.0025,4,8,0.1609
3570-5696-0003.flac,ikeda,5,1.0268,0.9373,3.3343,0.0085,15,8,0.1756
3570-5696-0003.flac,ikeda,10,1.0477,0.9779,2.0044,0.1196,17,4,0.2045
3570-5696-0003.flac,lorenz,-10,1.0338,0.9538,1.4338,0.181,18,3,0.3158
3570-5696-0003.flac,lorenz,-5,1.0593,0.9174,1.9554,0.0802,19,4,0.2957
3570-5696-0003.flac,lorenz,0,1.1463,0.924,2.0702,0.0682,19,4,0.2822
3570-5696-0003.flac,lorenz,5,1.3192,0.9344,1.9404,0.0887,15,4,0.2783
3570-5696-0003.flac,lorenz,10,1.6751,0.9444,1.7331,0.1127,16,4,0.2814
3570-5696-0003.flac,rossler,-10,1.0233,0.9912,1.7162,0.1186,40,3,0.3003
3570-5696-0003.flac,rossler,-5,1.0366,0.8475,2.0943,0.0614,21,4,0.3266
3570-5696-0003.flac,rossler,0,1.08,0.9688,2.2397,0.0423,33,4,0.2668
3570-5696-0003.flac,rossler,5,1.2419,0.9073,2.06,0.0718,16,4,0.281
3570-5696-0003.flac,rossler,10,1.5992,0.9338,1.8708,0.1017,15,4,0.2781
3570-5696-0003.flac,chen,-10,1.0508,0.9129,2.2941,0.0492,12,4,0.2657
3570-5696-0003.flac,chen,-5,1.0606,0.9706,2.4604,0.0389,15,4,0.2438
3570-5696-0003.flac,chen,0,1.0961,0.9778,2.4279,0.043,14,4,0.2418
3570-5696-0003.flac,chen,5,1.1841,0.9755,2.322,0.0608,16,4,0.2471
3570-5696-0003.flac,chen,10,1.4004,0.9652,1.9841,0.09,14,4,0.2621
3570-5696-0003.flac,mackey_glass,-10,1.0586,0.8678,2.0732,0.0821,13,4,0.302
3570-5696-0003.flac,mackey_glass,-5,1.0767,0.9061,2.235,0.061,13,4,0.2631
3570-5696-0003.flac,mackey_glass,0,1.129,0.9379,2.3469,0.0537,13,4,0.2493
3570-5696-0003.flac,mackey_glass,5,1.2518,0.9636,2.137,0.0599,14,4,0.2516
3570-5696-0003.flac,mackey_glass,10,1.4646,0.9565,1.8483,0.1197,14,4,0.2675
3570-5696-0003.flac,duffing,-10,1.0248,0.9123,1.941,0.0931,21,4,0.3126
3570-5696-0003.flac,duffing,-5,1.0487,0.9216,2.0512,0.0716,21,4,0.2955
3570-5696-0003.flac,duffing,0,1.1626,0.9177,2.0749,0.0699,18,4,0.2852
3570-5696-0003.flac,duffing,5,1.4437,0.9198,1.9515,0.079,17,4,0.2831
3570-5696-0003.flac,duffing,10,1.9058,0.943,1.7286,0.1192,15,4,0.2823
1221-135767-0000.flac,logistic,-10,1.0287,0.9802,4.3379,0.0005,3,8,0.1522
1221-135767-0000.flac,logistic,-5,1.0317,0.9785,4.826,0.0003,3,8,0.14
1221-135767-0000.flac,logistic,0,1.0429,0.9624,4.4897,0.0004,6,8,0.1455
1221-135767-0000.flac,logistic,5,1.0963,0.9335,3.1088,0.0005,6,8,0.1726
1221-135767-0000.flac,logistic,10,1.3065,0.9079,2.8743,0.0011,6,8,0.1904
1221-135767-0000.flac,skew_tent,-10,1.0334,0.9807,4.5456,0.0004,4,8,0.1508
1221-135767-0000.flac,skew_tent,-5,1.0372,0.9712,4.6777,0.0003,5,8,0.1426
1221-135767-0000.flac,skew_tent,0,1.0497,0.965,4.6754,0.0003,4,8,0.1417
1221-135767-0000.flac,skew_tent,5,1.1083,0.9537,4.444,0.0003,9,8,0.1504
1221-135767-0000.flac,skew_tent,10,1.306,0.9161,2.8925,0.0011,4,8,0.1856
1221-135767-0000.flac,henon,-10,1.0474,0.9723,3.2206,0.0009,7,8,0.1642
1221-135767-0000.flac,henon,-5,1.0473,0.9762,4.4411,0.0004,8,8,0.1419
1221-135767-0000.flac,henon,0,1.0582,0.9661,4.2975,0.0004,3,8,0.1454
1221-135767-0000.flac,henon,5,1.1154,0.9507,3.4392,0.0005,3,8,0.1628
1221-135767-0000.flac,henon,10,1.3209,0.9038,3.476,0.001,6,8,0.1816
1221-135767-0000.flac,bernoulli,-10,1.1928,0.884,2.9274,0.1947,6,8,0.2575
1221-135767-0000.flac,bernoulli,-5,1.439,0.884,3.0175,0.0366,6,8,0.2166
1221-135767-0000.flac,bernoulli,0,1.8024,0.884,3.0847,0.0098,6,8,0.2089
1221-135767-0000.flac,bernoulli,5,2.0308,0.884,2.9613,0.0037,6,8,0.2092
1221-135767-0000.flac,bernoulli,10,2.093,0.884,2.877,0.0024,6,8,0.2103
1221-135767-0000.flac,ikeda,-10,1.0384,0.973,4.0792,0.0006,4,8,0.1437
1221-135767-0000.flac,ikeda,-5,1.0445,0.971,4.441,0.0005,3,8,0.1378
1221-135767-0000.flac,ikeda,0,1.0572,0.969,3.0566,0.0006,2,8,0.1563
1221-135767-0000.flac,ikeda,5,1.1197,0.9363,3.5931,0.0006,4,8,0.1648
1221-135767-0000.flac,ikeda,10,1.3286,0.9156,2.8632,0.0012,4,8,0.1891
1221-135767-0000.flac,lorenz,-10,1.0295,0.9337,1.8603,0.1215,7,4,0.256
1221-135767-0000.flac,lorenz,-5,1.0491,0.8961,3.0101,0.014,7,8,0.2241
1221-135767-0000.flac,lorenz,0,1.0941,0.8883,2.9816,0.0043,6,8,0.214
1221-135767-0000.flac,lorenz,5,1.2925,0.8841,2.8993,0.0023,6,8,0.2125
1221-135767-0000.flac,lorenz,10,1.7589,0.8848,2.8601,0.0018,6,8,0.2108
1221-135767-0000.flac,rossler,-10,1.0416,0.9586,1.9523,0.0872,14,4,0.2479
1221-135767-0000.flac,rossler,-5,1.0951,0.9055,3.048,0.0191,4,8,0.2182
1221-135767-0000.flac,rossler,0,1.2276,0.9036,3.0768,0.006,4,8,0.2072
1221-135767-0000.flac,rossler,5,1.4057,0.8897,3.0739,0.0022,6,8,0.2071
1221-135767-0000.flac,rossler,10,1.579,0.8851,3.0168,0.0015,6,8,0.2079
1221-135767-0000.flac,chen,-10,1.0431,0.9374,2.9436,0.0153,11,5,0.2137
1221-135767-0000.flac,chen,-5,1.0508,0.9494,3.0008,0.0015,11,8,0.2004
1221-135767-0000.flac,chen,0,1.0844,0.8953,2.9669,0.0019,6,8,0.209
1221-135767-0000.flac,chen,5,1.2039,0.9532,3.449,0.0006,10,8,0.1847
1221-135767-0000.flac,chen,10,1.5115,0.8916,2.9957,0.0013,6,8,0.2058
1221-135767-0000.flac,mackey_glass,-10,1.0582,0.9147,2.458,0.0485,12,4,0.2284
1221-135767-0000.flac,mackey_glass,-5,1.0793,0.9072,3.0978,0.0021,10,8,0.2085
1221-135767-0000.flac,mackey_glass,0,1.1485,0.9438,3.2417,0.0008,10,8,0.1916
1221-135767-0000.flac,mackey_glass,5,1.3054,0.8933,2.9149,0.0013,6,8,0.2076
1221-135767-0000.flac,mackey_glass,10,1.5905,0.9348,2.9382,0.0007,10,8,0.1959
1221-135767-0000.flac,duffing,-10,1.0451,0.9534,1.8982,0.1342,4,4,0.2455
